title,description
Mais de 3.800 unidades habitacionais serão construídas em Cidade Ademar,Autorização para início das obras foi assinado nesta sexta-feira (24). Apartamentos beneficiarão mais de 14 mil pessoas da região. Empreendimento também terá parque municipal de 550 mil metros quadrados.
Prefeitura cobrará IPTU progressivo de prédios desocupados do centro,Decreto será divulgado na próxima semana. Medida visa combater a ociosidade de imóveis e valorizar o uso social da propriedade
Ruas Augusta e Martins Fontes ganharão faixas exclusivas para ônibus,Implementação que será iniciada nesta segunda-feira (27) beneficiará 42 mil passageiros de cinco linhas por dia. Cidade atingirá 361¢9 quilômetros de faixas exclusivas
Nota de esclarecimento,Prefeitura de São Paulo repudia boatos de que seus funcionários e veículos estariam circulando por bancas de jornal com o intuito de intimidar trabalhadores ou impedir a circulação de uma revista
Agenda do prefeito Fernando Haddad,Agenda do prefeito Fernando Haddad
Segunda-feira (27) começa na Capital com sol entre muitas nuvens,Ao longo do dia¢ a temperatura se eleva e a máxima alcança os 27ºC. Segunda-feira termina sem previsão de chuvas
Início dos Jogos Municipais da Pessoa Idosa é transferido para 7 de novembro,Abertura da competição estava marcada para começar no dia 3 de novembro. Jogos terão 14 modalidades¢ entre as quais atletismo¢ bocha e dança de salão. As inscrições estão abertas e podem participar pessoas com mais de 60 anos
Agenda do prefeito Fernando Haddad,Terça-feira¢ 28 de outubro de 2014
Predomínio de sol e temperaturas em elevação nesta terça-feira,No decorrer do dia o predomínio de sol favorece a elevação das temperaturas com máximas que podem superar os 28ºC
Diário Oficial da Cidade de São Paulo ganha nova versão on-line para consultar leis,Em formato aberto e acessível por máquinas¢ a plataforma colaborativa “Diário Livre” tornará as consultas mais ágeis e permitirá a análise e o cruzamento de grandes massas de dados
Passagens sobre córregos terão investimentos de R$ 4¢5 milhões,Projeto prevê intervenções em 89 pontos de 21 subprefeituras da cidade. O objetivo é garantir melhor acesso e maior segurança aos usuários¢ eliminando eventuais riscos em função das condições até precárias de algumas dessas travessias
Vila Carrão¢ na zona leste¢ receberá complexo de saúde,Unidades de saúde serão instaladas no imóvel do antigo Hospital e Maternidade Carrão. Terreno receberá uma unidade de emergência e um centro de reabilitação para pessoas com deficiência
Novas oficinas da revisão participativa de zoneamento serão realizadas neste sábado,Secretaria Municipal de Desenvolvimento Urbano promoverá encontros nas subprefeituras de Cidade Ademar¢ Jabaquara¢ Lapa e Jaçanã. Oficinas anteriores já reuniram 360 pessoas
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 29 de outubro de 2014
Tempo seco e ensolarado com temperaturas em rápida elevação na Grande São Paulo,Temperaturas com máximas que podem superar os 30ºC. Baixos índices de umidade relativa do ar que devem atingir valores abaixo dos 30% nas horas mais quentes
800 mil alunos da rede pública municipal participam do Leituraço de contos africanos,Ação inédita consistirá em leituras simultâneas¢ durante 10 dias¢ nas escolas da Rede Municipal de São Paulo
Prefeitura de São Paulo incentiva ações afirmativas em empresas da capital,Fórum São Paulo Diverso reúne nesta quarta-feira (29) empresários¢ entidades e poder público para debater soluções de inclusão racial¢ de gênero e de pessoas com deficiência.
Cidade ganhará mais 8.000 paraciclos para estacionar as bicicletas em locais públicos,Atualmente¢ São Paulo conta com 4.606 vagas para bicicletas sendo 4.382 em bicicletários e outras 226 em paraciclos. Locais de grande circulação vem ganhando paraciclos e licitação servirá para adquirir mais 8.000 novos equipamentos
O que abre e o que fecha nesta sexta-feira (31)¢ ponto facultativo pelo Dia do Servidor,Nesta sexta-feira (31)¢ ponto facultativo no serviço público municipal pelo Dia do Servidor¢ alguns serviços municipais de atendimento à população funcionarão com um esquema especial
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 30 de outubro de 2014
Quinta-feira (30) terá sol e temperaturas em rápida elevação em São Paulo,Hoje será mais um dia em que os termômetros disparam e¢ no meio da tarde a máxima alcança facilmente os 33ºC
Cursos para a Formação de Conselheiros darão noções de administração pública,Cursos têm o objetivo de oferecer subsídios teóricos e práticos para a ampliação do conhecimento sobre planejamento e orçamento
Prefeitura inicia notificação de imóveis ociosos e aplicação do IPTU progressivo,A medida combate a especulação e a degradação urbana. IPTU progressivo será aplicado depois do prazo de adequação para parcelamento¢ construção ou uso dos imóveis. São Paulo é a primeira capital a implantar a ferramenta¢ prevista na Constituição
Ciclovia é uma alternativa segura para o transporte¢ diz Haddad,O prefeito encontrou-se nesta manhã com Gary Fisher¢ reconhecido cicloativista americano. Haddad destacou ainda a importância do uso da bicicleta como medida de promoção da saúde
O que abre e o que fecha neste domingo (2)¢ feriado nacional pelo Dia de Finados,Neste domingo (2)¢ feriado nacional pelo Dia de Finados¢ alguns serviços municipais de atendimento à população funcionarão com um esquema especial
Salão do Automóvel e GP de Fórmula 1 gerarão mais de R$ 450 milhões para cidade,De acordo com prefeito¢ que participou da abertura do 28º Salão Internacional do Automóvel¢ a cidade se tornará o maior destino turístico da América Latina até 2017. Parceria Público-Privada será lançada para modernizar Complexo do Anhembi
Medida Provisória altera data da entrada em vigor do Marco Regulatório das Organizações da Sociedade Civil,Prazo foi estendido para 2015. Com a nova data¢ Prefeitura de São Paulo pretende estabelecer agenda de interlocução com as entidades da sociedade civil
Cemitérios municipais realizam Operação Finados,Esquema especial foi preparado para receber cerca de 2 milhões de pessoas nos 22 cemitérios da Prefeitura
Sexta-feira (31) tem céu claro e temperaturas altas em São Paulo,Entre o final da tarde e o início da noite a nebulosidade aumenta e há condições para chuvas na forma de pancadas isoladas e de curta duração
Veja como ficará o tempo no fim de semana,Previsão indica retorno das chuvas generalizadas na capital paulista
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 3 de novembro de 2014
Sol aparece entre nuvens e favorece a elevação das temperaturas no decorrer do dia,Entre o final da tarde e o início da noite a chegada da brisa marítima aumenta a nebulosidade e favorece a ocorrência de chuvas na forma de pancadas
Inscrições para Jogos Municipais da Pessoa Idosa vão até 5 de novembro,Competição terá início no dia 7 de novembro. Jogos terão 14 modalidades¢ entre as quais atletismo¢ bocha e dança de salão. As inscrições estão abertas e podem participar pessoas com mais de 60 anos
Agenda do prefeito Fernando Haddad,Terça-feira¢ 4 de novembro de 2014
Artistas do Theatro Municipal são contratados pelo regime da CLT,Desde o início da gestão¢ município trabalha para resolver pendências administrativas que há mais de 20 anos afligiam artistas¢ incluindo contratos precários
Terça-feira (4) segue com chuva isolada,Final da tarde poderá ter chuvas na forma de pancadas com trovoadas¢ rajadas de vento e potencial para formação de alagamentos
Audiência pública da PPP da Iluminação será realizada na próxima quinta-feira (13),Parceria prevê a modernização de 580 mil pontos de luz no prazo de 5 anos. Concessão valerá por 24 anos e não terá custo adicional à administração municipal
Ponte da Casa Verde¢ na zona norte¢ ganha ciclovia de 600 metros de sua extensão,Percurso é bidirecional no passeio do sentido Bairro/Centro. Cidade passa a contar com 106¢5 km de ciclovias implementadas desde junho deste ano
Alimentos saudáveis ganham espaço no prato de 925 mil alunos da rede municipal,Programa de Alimentação Escolar excluiu gordura trans do cardápio e diminuiu em 50% a frequência de produtos com baixo valor nutricional
Prefeitura conclui 90% do Plano de Recuperação Semafórica visando às chuvas,As ações para minimizar os impactos do período de chuvas incluem limpeza de bocas de lobo¢ intervenções em pontos recorrentes de alagamento e obras de drenagem que vão amenizar as enchentes neste verão
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 5 de novembro de 2014
Quarta-feira (5) tem previsão de mais chuva para os paulistanos,Temperaturas não sobem muito e máxima prevista é de 23ºC.
PPP Iluminação,Consulta pública
Pré-natal com os pais incentiva cuidados de saúde e estreita laços com os filhos,Iniciativa em Ermelino Matarazzo convida os homens a acompanharem a gravidez e a fazerem exames preventivos. O resultado são pais mais próximos dos cuidados com os bebês e com as gestantes.
Inscrições para cursos da Escola Técnica de Saúde Pública Prof. Makiguti estão abertas,As inscrições custam R$ 24¢90 e podem ser feitas até 24 novembro pelo site do Instituto Nosso Rumo ou pessoalmente na sede da entidade
Inscrições para Jogos Municipais da Pessoa Idosa são prorrogadas até quinta-feira (6),Competição terá início no dia 7 de novembro e terá 14 modalidades¢ entre as quais atletismo¢ bocha e dança de salão. As inscrições estão abertas e podem participar pessoas com mais de 60 anos. Mais de 340 idosos já estão inscritos para a competição
Senado Federal aprova renegociação da dívida de Estados e Municípios,Projeto prevê mudança do indexador (juros e correção) da dívida da cidade com a União. Com isso¢ o saldo devedor atual de R$ 62 bilhões passará para R$ 36 bilhões (42% a menos) e o Município se torna solvente. Projeto segue para sanção presidencial
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 6 de novembro de 2014
Quinta-feira (6) terá muitas nuvens e temperaturas agradáveis em São Paulo,No período da tarde há probabilidade para ocorrência de chuvas rápidas e isoladas
Microempreendedores individuais poderão atuar em feiras de arte¢ artesanato e antiguidades,Atividade era restrita a pessoas físicas ou a entidades assistenciais e filantrópicas regularmente constituídas. MEIs¢ entretanto¢ terão de seguir as mesmas regras já previstas
Moda no CEU leva eventos da São Paulo Fashion Week para bairros de periferia,Centro Educacional Unificado Vila Curuçá¢ na zona leste¢ recebeu hoje o estilista Alexandre Herchcovitch para conversa e desfile de sua coleção para o inverno 2015. Outros quatro CEUs na cidade recebem atividades como palestras¢ filmes e exposições
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 7 de novembro de 2014
Jogos Municipais da Pessoa Idosa começam nesta sexta-feira (7),Jogos terão 14 modalidades¢ entre as quais atletismo¢ bocha e dança de salão. Competições reúnem pessoas com mais de 60 anos e serão realizadas até 8 de dezembro.
